id,Horizontal direction,Neu_class,Neuropil,Projection mode,anatomy group ID,cell cluster ID,compartment,compartment ID,connectivity type,glomerulus ID,glomerulus ID1,instance,layer ID,status,subtype,type,type ID,unkown,unkown ID,unkown type,unkownID
542293528,,Lateral Horn Anterior Ventral cell clusters,Lateral horn neuropil neurons,,g,4,,,b,,,LHAV4g7_b,,LHAV4g7,,,7,,,,
1139835080,,Medulla Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,MC61,,MC61,,,61,,,,
5813039477,,Lobula Plate Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LPC1,,LPC1,,,1,,,,
1437863703,,,,,,,,,,,,None,,None,,,,,,,
1692014053,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP582,,AVLP582,,,582,,,,
2100934217,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP377,,AVLP377,,,377,,,,
985805061,,CREpine,Crepine neuropil neurons,,,,,,,,,CRE065,,CRE065,,,065,,,,
732155427,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP416,,SMP416,,,416,,,,
5812987694,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP078,,AVLP078,,,078,,,,
1535212969,,,,,,,,,,,,None,,None,,,,,,,
1592382424,,Lobula intrinsic,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,Li13,,Li13,,,13,,,,
5812994026,,WEDge,Wedge neuropil neurons,,,,,,,,,WED094,,WED094,,,094,,,,
5813097604,,fan-shaped body vertical Delta within a single column,Central complex neuropil neurons,,,,,,,,,vDeltaK,,vDeltaK,,,K,,,,
1254931072,,Posterior Slope,Posterior slope neuropil neurons,,,,,,,,,PS046,,PS046,,,046,,,,
1780366362,,Lobula - Lobula Plate Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LLPC2c,,LLPC2c,,,2,,,,
576208238,,Fan-shaped Body,Central complex neuropil neurons,,,,,,,,,FB6R,6,FB6R,,,R,,,,
481390070,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP355,,SMP355,,,355,,,,
332008063,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-m,m,KCab-m,,,,,,,
5812979371,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-m,m,KCg-m,,,,,,,
5813020864,,Descending Neuron outside cell cluster on the anterior surface,Descending neurons,,,,,,,,,DNd01,,DNd01,,,01,,,,
1405784237,,,,,,,,,,,,None,,None,,,,,,,
693099102,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-m,m,KCg-m,,,,,,,
1387773463,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP218,,AVLP218,,,218,,,,
5812981341,,Kenyon Cell alpha’-beta’ lobe,Mushroom body neuropil neurons,,,,,,,,,KCa'b'-ap1,ap1,KCa'b'-ap1,,,,,,,
537945877,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-c,c,KCab-c,,,,,,,
5813031663,,WEDge,Wedge neuropil neurons,,,,,,,,,WED117,,WED117,,,117,,,,
728995438,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,c,,,SMP018_c,,SMP018,,,018,,,,
420956527,,Lateral Horn Anterior Ventral cell clusters,Lateral horn neuropil neurons,,b,6,,,,,,LHAV6b3,,LHAV6b3,,,3,,,,
1471607030,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC17,,LC17,,,17,,,,
5813055773,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP094,,SMP094,,,094,,,,
915610256,,fan-shaped body horizontal Delta across columns,Central complex neuropil neurons,,,,,,,,,hDeltaL,,hDeltaL,,L,,,,,
419596232,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP291,,SLP291,,,291,,,,
1012112486,,Fan-shaped Body,Central complex neuropil neurons,,,,,,,,,FB5S,5,FB5S,,,S,,,,
5813020143,,Posterior Lateral protocerebrum,Posterior lateral protocerebrum neurons,,,,,,,,,PLP082,,PLP082,,,082,,,,
479917037,,Lateral Horn Posterior Dorsal cell cluster,Lateral horn neuropil neurons,,a,3,,,,,,LHPD3a1,,LHPD3a1,,,1,,,,
796889169,,,,,,,,,,,,None,,None,,,,,,,
889911741,,mediodorsal Antennal Lobe Neuron,Antennal lobe neuropil neurons,,,,,,,,,mAL5A,,mAL5A,,,5A,,,,
297588775,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP481,,SMP481,,,481,,,,
831321033,,Lateral Accessory lobe,Lateral accessory lobe neuropil neurons,,,,,,,,,LAL110,,LAL110,,,110,,,,
518930220,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,b,,,SMP097_b,,SMP097,,,097,,,,
820015203,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP472,,AVLP472,,,472,,,,
1284779082,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC20,,LC20,,,20,,,,
729007932,,CLamp,Clamp neuropil neurons,,,,,,,,,CL328,,CL328,,,328,,,,
1383016399,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP287,,AVLP287,,,287,,,,
1230742552,,Ellipsoid body Ring neuron,Central complex neuropil neurons,,,,,,,,,ER5,,ER5,,5,5,,,,
5901203684,,SADdle,Saddle neuropil and antennal mechanosensory and motor center neurons,,,,,,,,,SAD045,,SAD045,,,045,,,,
946645190,,Fan-shaped body - Superior medial protocerebrum,Central complex neuropil neurons,,,,,,,,,FS3,,FS3,,3,,,,,
1734696656,,Antennal Lobe - Antenno-Subesophageal Tract,Antennal lobe neuropil neurons,,,,,,,,,AL-AST1,,AL-AST1,,,1,,,,
5813035700,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-d,d,KCg-d,,,,,,,
880988155,,Lateral Horn Posterior Ventral cell cluster,Lateral horn neuropil neurons,,b,4,,,,,,LHPV4b5,,LHPV4b5,,,5,,,,
1107082256,,Medulla Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,MC61,,MC61,,,61,,,,
551341782,,CLamp,Clamp neuropil neurons,,,,,,,,,CL044,,CL044,,,044,,,,
329396647,,,,,,,,,,,,None,,None,,,,,,,
482805831,,,,,,,,,,,,None,,None,,,,,,,
483889019,,,,,,,,,,,,None,,None,,,,,,,
356481698,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP308,,SLP308,,,308,,,,
697476780,,Lateral Horn Anterior Dorsal cell clusters,Lateral horn neuropil neurons,,h,1,,,,,,LHAD1h1,,LHAD1h1,,,1,,,,
1722177539,,CLamp,Clamp neuropil neurons,,,,,,,,,CL121,,CL121,,,121,,,,
1096315576,,Inferior bridge,Inferior bridge neuropil neurons,,,,,,,,,IB031,,IB031,,,031,,,,
755544921,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-m,m,KCg-m,,,,,,,
1716082078,,,,,,,,,,,,None,,None,,,,,,,
1714138461,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC18,,LC18,,,18,,,,
297166053,,Fan-shaped Body,Central complex neuropil neurons,,,,,,b,,,FB8F_b,8,FB8F,,,F,,,,
477909698,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-m,m,KCg-m,,,,,,,
1814759464,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC12,,LC12,,,12,,,,
1506120610,,Posterior VentroLateral protocerebrum,Posterior ventrolateral protocerebrum neuropil neurons,,,,,,,,,PVLP080,,PVLP080,,,080,,,,
1171902272,,anterior optic Tubercle - Bulb,Anterior optic tubercle neuropil neurons,,,,,,,,,TuBu09,,TuBu09,,,09,,,,B
545441096,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP035,,SLP035,,,035,,,,
976575766,,Posterior Slope,Posterior slope neuropil neurons,,,,,,,,,PS038,,PS038,,,038,,,,
5901205152,,,,,,,,,,,,None,,None,,,,,,,
665820084,,CLamp,Clamp neuropil neurons,,,,,,,,,CL327,,CL327,,,327,,,,
1344616893,,Posterior Slope,Posterior slope neuropil neurons,,,,,,,,,PS115,,PS115,,,115,,,,
1414189518,,fan-shaped body vertical Delta within a single column,Central complex neuropil neurons,,,,,,,,,vDeltaM,,vDeltaM,,,M,,,,
1877446436,,,,,,,,,,,,None,,None,,,,,,,
644433538,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP015,,SMP015,,,015,,,,
1975187554,,Multiglomerular _  Projection neuron,Antennal lobe neuropil neurons,,,,,,,,,M_lvPNm48,,M_lvPNm48,,,,,,,
1167092971,,Medulla Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,MC61,,MC61,,,61,,,,
1073354203,,Posterior VentroLateral protocerebrum,Posterior ventrolateral protocerebrum neuropil neurons,,,,,,,,,PVLP004,,PVLP004,,,004,,,,
879192161,,Fan-shaped body - Rubus,Central complex neuropil neurons,,,,,,,,,FR1,,FR1,,1,,,,,
266187480,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP349,,SMP349,,,349,,,,
1135458373,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP488,,AVLP488,,,488,,,,
5813016915,,anterior optic Tubercle - Bulb,Anterior optic tubercle neuropil neurons,,,,,,,,,TuBu08,,TuBu08,,,08,,,,B
1719237849,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC10,,LC10,,,10,,,,
5813063239,,Projection Neuron,Antennal lobe neuropil neurons,VP5+Z_ad,,,,,,,,VP5+Z_adPN,,VP5+Z_adPN,,,,,,,
1172670463,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-m,m,KCg-m,,,,,,,
386877197,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP424,,SMP424,,,424,,,,
766734548,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP223,,SLP223,,,223,,,,
1689915765,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC17,,LC17,,,17,,,,
1633747719,,WEDge,Wedge neuropil neurons,,,,,,,,,WED009,,WED009,,,009,,,,
1345164753,,accessory Medulla,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,aMe5,,aMe5,,,5,,,,
1412332938,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC25,,LC25,,,25,,,,
575426742,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,c,,,SLP129_c,,SLP129,,,129,,,,
913341138,,Lateral Horn Posterior Ventral cell cluster,Lateral horn neuropil neurons,,g,4,,,,,,LHPV4g1,,LHPV4g1,,,1,,,,
5812994182,,Posterior VentroLateral protocerebrum,Posterior ventrolateral protocerebrum neuropil neurons,,,,,,,,,PVLP046,,PVLP046,,,046,,,,
5813063375,,fan-shaped body horizontal Delta across columns,Central complex neuropil neurons,,,,,,,,,hDeltaC,,hDeltaC,,C,,,,,
1352685625,,Posterior VentroLateral protocerebrum,Posterior ventrolateral protocerebrum neuropil neurons,,,,,,,,,PVLP047,,PVLP047,,,047,,,,
1504924440,,Protocerebral bridge - Fan-shaped body - Noduli,Central complex neuropil neurons,,,,m,m,a,,,PFNm_a,,PFNm,,,,,,,
5813046237,,Lobula Plate Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LPC1,,LPC1,,,1,,,,
1376333614,,Inferior bridge,Inferior bridge neuropil neurons,,,,,,,,,IB075,,IB075,,,075,,,,
517514588,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP443,,SMP443,,,443,,,,
1159715613,,Lobula Tangential,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LT76,,LT76,,,76,,,,
1100558968,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC6,,LC6,,,6,,,,
982070626,,Fan-shaped body - Superior medial protocerebrum,Central complex neuropil neurons,,,,,,,,,FS1B,,FS1B,,1,,B,,,
1633337773,,Posterior VentroLateral protocerebrum,Posterior ventrolateral protocerebrum neuropil neurons,,,,,,,,,PVLP064,,PVLP064,,,064,,,,
1226029612,,accessory Medulla,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,aMe14b,,aMe14b,,,14,,,,
1876898200,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC4,,LC4,,,4,,,,
1043700428,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,c,,,AVLP069_c,,AVLP069,,,069,,,,
978724939,,fan-shaped body horizontal Delta across columns,Central complex neuropil neurons,,,,,,,,,hDeltaC,,hDeltaC,,C,,,,,
1204784216,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-m,m,KCg-m,,,,,,,
1763728340,,,,,,,,,,,,None,,None,,,,,,,
770249286,,Lobula Tangential,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LT34,,LT34,,,34,,,,
5813078550,,Fan-shaped Body,Central complex neuropil neurons,,,,,,a,,,FB2G_a,2,FB2G,,,G,,,,
1747271991,,Lobula - Lobula Plate Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LLPC2a,,LLPC2a,,,2,,,,
1441485633,,Protocerebral bridge - Fan-shaped body - Noduli,Central complex neuropil neurons,,,,p,p,c,,,PFNp_c,,PFNp,,,,,,,
455456949,,Fan-shaped Body,Central complex neuropil neurons,,,,,,,,,FB6S,6,FB6S,,,S,,,,
1688789802,,,,,,,,,,,,None,,None,,,,,,,
544265891,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP404,,SMP404,,,404,,,,
5812989041,,WEDge Projection neuron,Wedge neuropil neurons,WED,,,,,,,,WEDPN13,,WEDPN13,,,13,,,,
1778013540,,Posterior Slope,Posterior slope neuropil neurons,,,,,,,,,PS234,,PS234,,,234,,,,
1378604678,,Lobula Tangential,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LT73,,LT73,,,73,,,,
791946302,,Lateral Horn Posterior Ventral cell cluster,Lateral horn neuropil neurons,,b,2,,,a,,,LHPV2b2_a,,LHPV2b2,,,2,,,,
696859758,,Posterior Lateral protocerebrum,Posterior lateral protocerebrum neurons,,,,,,,,,PLP149,,PLP149,,,149,,,,
447228814,,Posterior VentroLateral protocerebrum,Posterior ventrolateral protocerebrum neuropil neurons,,,,,,,,,PVLP106,,PVLP106,,,106,,,,
5812997053,,Lobula - Lobula Plate Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LLPC1,,LLPC1,,,1,,,,
917919724,,CREpine,Crepine neuropil neurons,,,,,,,,,CRE066,,CRE066,,,066,,,,
5812981971,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-s,s,KCab-s,,,,,,,
5812981643,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-p,p,KCab-p,,,,,,,
1626922712,,Lobula Plate - Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LPLC4,,LPLC4,,,4,,,,
451054039,,,,,,,,,,,,None,,None,,,,,,,
5901227537,,Superior Intermediate protocerebrum,Superior intermediate protocerebrum neuropil neurons,,,,,,,,,SIP027,,SIP027,,,027,,,,
1813901059,,SADdle,Saddle neuropil and antennal mechanosensory and motor center neurons,,,,,,,,,SAD058,,SAD058,,,058,,,,
764339342,,Lateral Horn CENTrifugal,Lateral horn neuropil neurons,,,,,,d,,,LHCENT13_d,,LHCENT13,,,13,,,,
2033139281,,SADdle,Saddle neuropil and antennal mechanosensory and motor center neurons,,,,,,,,,SAD086,,SAD086,,,086,,,,
638472166,,Lateral Horn Anterior Dorsal cell clusters,Lateral horn neuropil neurons,,d,1,,,,,,LHAD1d1,,LHAD1d1,,,1,,,,
580300616,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP150,,SMP150,,,150,,,,
1784739629,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC12,,LC12,,,12,,,,
483646991,,CLamp,Clamp neuropil neurons,,,,,,c,,,CL090_c,,CL090,,,090,,,,
5813056622,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,c,,,AVLP299_c,,AVLP299,,,299,,,,
925017553,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC10,,LC10,,,10,,,,
2088285029,,,,,,,,,,,,None,,None,,,,,,,
1691638475,,Posterior VentroLateral protocerebrum,Posterior ventrolateral protocerebrum neuropil neurons,,,,,,,,,PVLP086,,PVLP086,,,086,,,,
1592874539,,,,,,,,,,,,None,,None,,,,,,,
729535748,,Lateral Horn Posterior Ventral cell cluster,Lateral horn neuropil neurons,,i,4,,,,,,LHPV4i2,,LHPV4i2,,,2,,,,
1100357249,,CLamp,Clamp neuropil neurons,,,,,,,,,CL067,,CL067,,,067,,,,
1499912869,,,,,,,,,,,,None,,None,,,,,,,
1227617128,,fan-shaped body horizontal Delta across columns,Central complex neuropil neurons,,,,,,,,,hDeltaJ,,hDeltaJ,,J,,,,,
394755742,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-c,c,KCab-c,,,,,,,
487882906,,,,,,,,,,,,None,,None,,,,,,,
515394155,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP306,,SLP306,,,306,,,,
5812979953,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,b,,,SMP432_b,,SMP432,,,432,,,,
5813088767,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-s,s,KCab-s,,,,,,,
1322129724,,Ellipsoid body Ring neuron,Central complex neuropil neurons,,,,,,b,,,ER1_b,,ER1,,1,1,,,,
2133332515,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP379,,AVLP379,,,379,,,,
1846800094,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC12,,LC12,,,12,,,,
5813034101,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC12,,LC12,,,12,,,,
1496656782,,Inferior bridge,Inferior bridge neuropil neurons,,,,,,,,,IB081,,IB081,,,081,,,,
5813090649,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP094,,AVLP094,,,094,,,,
5813002984,,,,,,,,,,,,None,,None,,,,,,,
920869856,,Posterior Lateral protocerebrum,Posterior lateral protocerebrum neurons,,,,,,,,,PLP161,,PLP161,,,161,,,,
5813056072,,Projection Neuron,Antennal lobe neuropil neurons,VP1m_l2,,,,,,,,VP1m_l2PN,,VP1m_l2PN,,,,,,,
885788485,,WEDge Projection neuron,Wedge neuropil neurons,,,,,,,,,WEDPN2A,,WEDPN2A,,,2,,,A,
1169833987,,Medulla Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,MC61,,MC61,,,61,,,,
5813078086,,Posterior Slope,Posterior slope neuropil neurons,,,,,,,,,PS021,,PS021,,,021,,,,
2157641190,,VESt,Vest neuropil neurons,,,,,,a,,,VES034_a,,VES034,,,034,,,,
5813033784,,Posterior Slope,Posterior slope neuropil neurons,,,,,,,,,PS228,,PS228,,,228,,,,
951592811,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,a,,,AVLP167_a,,AVLP167,,,167,,,,
5813058047,,Superior Intermediate protocerebrum,Superior intermediate protocerebrum neuropil neurons,,,,,,b,,,SIP003_b,,SIP003,,,003,,,,
1044075679,,,,,,,,,,,,None,,None,,,,,,,
979368408,,Fan-shaped body - Superior medial protocerebrum,Central complex neuropil neurons,,,,,,,,,FS3,,FS3,,3,,,,,
579230376,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP031,,SMP031,,,031,,,,
670370808,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP267,,SMP267,,,267,,,,
608840926,,CLamp,Clamp neuropil neurons,,,,,,,,,CL023,,CL023,,,023,,,,
1683756677,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC12,,LC12,,,12,,,,
5813037930,,Fan-shaped body - Crepine,Central complex neuropil neurons,,,,,,,,,FC3,,FC3,,3,,,,,
5813099783,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-m,m,KCab-m,,,,,,,
1854419820,,Local neuron,Antennal lobe neuropil neurons,,,v2,,,,,,v2LN34E,,v2LN34E,,,34,,,,
545786279,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP028,,AVLP028,,,028,,,,
5813070112,,Lateral Horn Posterior Ventral cell cluster,Lateral horn neuropil neurons,,a,4,,,a,,,LHPV4a5_a,,LHPV4a5,,,5,,,,
5813092319,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP346,,SMP346,,,346,,,,
1806871988,,,,,,,,,,,,None,,None,,,,,,,
5813071266,,VESt,Vest neuropil neurons,,,,,,b,,,VES034_b,,VES034,,,034,,,,
5812979830,,Posterior Slope,Posterior slope neuropil neurons,,,,,,a,,,PS096_a,,PS096,,,096,,,,
1110566098,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC10,,LC10,,,10,,,,
912186993,,fan-shaped body vertical Delta within a single column,Central complex neuropil neurons,,,,,,,,,vDeltaM,,vDeltaM,,,M,,,,
326155085,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP141,,SLP141,,,141,,,,
295470816,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP097,,SLP097,,,097,,,,
1654525956,,Lobula Tangential,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LT47,,LT47,,,47,,,,
1965245797,,SADdle,Saddle neuropil and antennal mechanosensory and motor center neurons,,,,,,,,,SAD087,,SAD087,,,087,,,,
5813035213,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP079,,SLP079,,,079,,,,
1657259448,,Lobula Plate - Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LPLC4,,LPLC4,,,4,,,,
1467685479,,Posterior Slope,Posterior slope neuropil neurons,,,,,,,,,PS229,,PS229,,,229,,,,
608166388,,,,,,,,,,,,None,,None,,,,,,,
5812982149,,Kenyon Cell alpha’-beta’ lobe,Mushroom body neuropil neurons,,,,,,,,,KCa'b'-m,m,KCa'b'-m,,,,,,,
1656839128,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC12,,LC12,,,12,,,,
1508274264,,Posterior Slope,Posterior slope neuropil neurons,,,,,,,,,PS023,,PS023,,,023,,,,
611249116,,CLamp,Clamp neuropil neurons,,,,,,b,,,CL062_b,,CL062,,,062,,,,
1718202035,,,,,,,,,,,,None,,None,,,,,,,
1325405571,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC33b,,LC33b,,,33,,,,
891595069,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC10,,LC10,,,10,,,,
2103657269,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP545,,AVLP545,,,545,,,,
449296405,,CLamp,Clamp neuropil neurons,,,,,,,,,CL169,,CL169,,,169,,,,
5813061389,,Pars Intercerebralis Insulin Producing Cell candidates,Peptidergic and secretory neurons,,,,,,c,,,PI1_c,,PI1,,,1,,,,
1081957306,,CREpine,Crepine neuropil neurons,,,,,,,,,CRE041,,CRE041,,,041,,,,
5813061690,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP059,,SLP059,,,059,,,,
1141208572,,Medulla Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,MC61,,MC61,,,61,,,,
5812982252,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-m,m,KCg-m,,,,,,,
478618011,,Anterior Optic TUbercle,Anterior optic tubercle neuropil neurons,,,,,,,,,AOTU047,,AOTU047,,,047,,,,
390361224,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP347,,SMP347,,,347,,,,
421668365,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP159,,SLP159,,,159,,,,
1811733868,,Lobula - Lobula Plate Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LLPC1,,LLPC1,,,1,,,,
788945049,,Multiglomerular _  Projection neuron,Antennal lobe neuropil neurons,,,,,,,,,M_adPNm8,,M_adPNm8,,,,,,,
361351171,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP028,,SMP028,,,028,,,,
765366557,,CLamp,Clamp neuropil neurons,,,,,,,,,CL346,,CL346,,,346,,,,
1819326555,,Multiglomerular _  Projection neuron,Antennal lobe neuropil neurons,,,,,,,,,M_vPNml89,,M_vPNml89,,,,,,,
1355408941,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP145,,AVLP145,,,145,,,,
5901214610,,CLamp,Clamp neuropil neurons,,,,,,,,,CL069,,CL069,,,069,,,,
581055513,,,,,,,,,,,,None,,None,,,,,,,
1135829553,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP113,,AVLP113,,,113,,,,
362395402,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP172,,SMP172,,,172,,,,
609591891,,Superior Intermediate protocerebrum,Superior intermediate protocerebrum neuropil neurons,,,,,,,,,SIP011,,SIP011,,,011,,,,
298250090,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP087,,SMP087,,,087,,,,
5813062635,,CLamp,Clamp neuropil neurons,,,,,,,,,CL126,,CL126,,,126,,,,
1503755184,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC21,,LC21,,,21,,,,
1351623779,,Lobula Tangential,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LT87,,LT87,,,87,,,,
5813016163,,Lateral Horn Posterior Ventral cell cluster,Lateral horn neuropil neurons,,f,2,,,b,,,LHPV2f1_b,,LHPV2f1,,,1,,,,
5813067961,,fan-shaped body vertical Delta within a single column,Central complex neuropil neurons,,,,,,,,,vDeltaH,,vDeltaH,,,H,,,,
1633075014,,Lateral Accessory lobe,Lateral accessory lobe neuropil neurons,,,,,,,,,LAL133,,LAL133,,,133,,,,
5813010494,,Lateral Horn Anterior Ventral cell clusters,Lateral horn neuropil neurons,,b,6,,,,,,LHAV6b3,,LHAV6b3,,,3,,,,
924344128,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC10,,LC10,,,10,,,,
